Hugo_Symbol	gene_id	nonsynonymous_variants	mutated_patients	likely_lof_variants	likely_lof_patients	hotspot_variants	max_observed_aa_position	variant_classes	callers	oncodrive_mutated_samples	oncodrive_clusters	oncodrive_cluster_score	oncodrive_mutations_in_clusters	oncodrive_fraction_in_clusters	oncodrive_p	oncodrive_fdr	mutation_frequency_96	recurrent_mutation
PCDHGA9	ENSG00000261934.2	1	1	0	0	0	333	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
PCDHGB1	ENSG00000254221.2	1	1	0	0	0	43	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHGB2	ENSG00000253910.2	1	1	0	0	0	498	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHGB4	ENSG00000253953.3	1	1	0	0	0	255	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCED1A	ENSG00000132635.17	1	1	0	0	0	271	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCGF2	ENSG00000277258.5	1	1	1	1	0	215	Frame_Shift_Del	mutect2;varscan2								0.0104166666666667	FALSE
PCIF1	ENSG00000100982.12	1	1	0	0	0	25	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCK1	ENSG00000124253.11	1	1	0	0	0	285	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCK2	ENSG00000100889.12	1	1	0	0	0	458	Splice_Region	muse;mutect2								0.0104166666666667	FALSE
PCM1	ENSG00000078674.18	1	1	0	0	0	453	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCMT1	ENSG00000120265.18	1	1	1	1	0	286	Nonstop_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCMTD1	ENSG00000168300.14	1	1	0	0	0	46	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCNT	ENSG00000160299.17	1	1	0	0	0	3066	In_Frame_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
PCNX3	ENSG00000197136.4	1	1	0	0	0	1766	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCOLCE2	ENSG00000163710.9	1	1	0	0	0	225	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCSK2	ENSG00000125851.10	1	1	0	0	0	58	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCSK7	ENSG00000160613.14	1	1	0	0	0	204	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCSK9	ENSG00000169174.11	1	1	0	0	0	139	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCYT1A	ENSG00000161217.12	1	1	0	0	0	61	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCYT1B	ENSG00000102230.14	1	1	0	0	0	81	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDCD11	ENSG00000148843.15	1	1	0	0	0	1808	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDCD2	ENSG00000071994.11	1	1	0	0	0	203	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDCL	ENSG00000136940.14	1	1	0	0	0	235	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDE10A	ENSG00000112541.17	1	1	0	0	0	704	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDE11A	ENSG00000128655.18	1	1	0	0	0	571	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
PDE2A	ENSG00000186642.16	1	1	0	0	0	241	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDE3B	ENSG00000152270.9	1	1	0	0	0	1027	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDE4DIP	ENSG00000178104.19	1	1	0	0	0	1156	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDE5A	ENSG00000138735.16	1	1	0	0	0	373	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDE6C	ENSG00000095464.10	1	1	0	0	0	508	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDE8B	ENSG00000113231.14	1	1	0	0	0	263	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PDE9A	ENSG00000160191.18	1	1	0	0	0	168	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDGFB	ENSG00000100311.17	1	1	0	0	0	217	In_Frame_Del	pindel;varscan2*								0.0104166666666667	FALSE
PDGFRA	ENSG00000134853.12	1	1	1	1	0	422	Frame_Shift_Ins	mutect2;pindel								0.0104166666666667	FALSE
PDHA2	ENSG00000163114.6	1	1	0	0	0	323	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDLIM2	ENSG00000120913.23	1	1	0	0	0	304	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDLIM3	ENSG00000154553.16	1	1	0	0	0	59	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDLIM5	ENSG00000163110.15	1	1	0	0	0	217	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
PDLIM7	ENSG00000196923.14	1	1	0	0	0	432	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDP1	ENSG00000164951.16	1	1	0	0	0	424	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDPN	ENSG00000162493.16	1	1	0	0	0	57	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDZD8	ENSG00000165650.12	1	1	1	1	0	617	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PDZK1	ENSG00000174827.14	1	1	0	0	0	162	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PEAK3	ENSG00000188305.6	1	1	0	0	0	88	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PENK	ENSG00000181195.11	1	1	0	0	0	130	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PER1	ENSG00000179094.16	1	1	0	0	0	1152	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PERP	ENSG00000112378.12	1	1	1	1	0	151	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PEX2	ENSG00000164751.15	1	1	1	1	0	295	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PF4V1	ENSG00000109272.4	1	1	0	0	0	6	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PFAS	ENSG00000178921.14	1	1	0	0	0	185	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PFDN1	ENSG00000113068.10	1	1	0	0	0	7	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PFDN2	ENSG00000143256.5	1	1	0	0	0	128	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PFDN5	ENSG00000123349.15	1	1	0	0	0	69	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PFKFB2	ENSG00000123836.15	1	1	0	0	0	92	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PFKFB4	ENSG00000114268.12	1	1	0	0	0	402	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PFKM	ENSG00000152556.17	1	1	0	0	0	352	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGAM5	ENSG00000247077.7	1	1	0	0	0	118	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
PGAP2	ENSG00000148985.20	1	1	0	0	0	64	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGAP3	ENSG00000161395.14	1	1	0	0	0	71	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PGAP4	ENSG00000165152.9	1	1	0	0	0	281	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGBD5	ENSG00000177614.11	1	1	0	0	0	299	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGC	ENSG00000096088.16	1	1	0	0	0	187	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGF	ENSG00000119630.14	1	1	0	0	0	196	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGK2	ENSG00000170950.6	1	1	0	0	0	289	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PGLYRP1	ENSG00000008438.5	1	1	0	0	0	135	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGLYRP2	ENSG00000161031.13	1	1	0	0	0	411	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PGM5	ENSG00000154330.13	1	1	0	0	0	410	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGRMC2	ENSG00000164040.18	1	1	1	1	0	173	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PGS1	ENSG00000087157.19	1	1	0	0	0	120	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHACTR1	ENSG00000112137.18	1	1	1	1	0	382	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHACTR2	ENSG00000112419.14	1	1	0	0	0	590	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHB	ENSG00000167085.13	1	1	1	1	0	132	Splice_Site	muse;mutect2								0.0104166666666667	FALSE
PHC2	ENSG00000134686.18	1	1	0	0	0	656	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHEX	ENSG00000102174.9	1	1	0	0	0	336	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHF1	ENSG00000112511.18	1	1	1	1	0	338	Frame_Shift_Del	mutect2;pindel								0.0104166666666667	FALSE
PHF12	ENSG00000109118.14	1	1	0	0	0	823	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHF20L1	ENSG00000129292.21	1	1	1	1	0	65	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
PHF21A	ENSG00000135365.16	1	1	0	0	0	225	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHKA2	ENSG00000044446.12	1	1	1	1	0	373	Nonsense_Mutation	muse;varscan2								0.0104166666666667	FALSE
PHKB	ENSG00000102893.16	1	1	0	0	0	568	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHKG2	ENSG00000156873.16	1	1	0	0	0	170	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHLDB2	ENSG00000144824.21	1	1	0	0	0	303	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHLDB3	ENSG00000176531.10	1	1	0	0	0	557	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PHLPP1	ENSG00000081913.14	1	1	0	0	0	1202	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHOSPHO2	ENSG00000144362.12	1	1	1	1	0	129	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
PHOX2B	ENSG00000109132.7	1	1	0	0	0	88	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PHTF1	ENSG00000116793.16	1	1	0	0	0	373	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHTF2	ENSG00000006576.16	1	1	1	1	0	581	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHYHD1	ENSG00000175287.19	1	1	0	0	0	226	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PHYHIPL	ENSG00000165443.12	1	1	1	1	0	69	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
PIAS4	ENSG00000105229.7	1	1	0	0	0	349	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIBF1	ENSG00000083535.16	1	1	0	0	0	583	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIDD1	ENSG00000177595.18	1	1	0	0	0	489	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIF1	ENSG00000140451.13	1	1	0	0	0	601	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIGB	ENSG00000069943.10	1	1	0	0	0	185	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIGO	ENSG00000165282.14	1	1	0	0	0	219	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIGR	ENSG00000162896.6	1	1	0	0	0	400	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIGS	ENSG00000087111.21	1	1	1	1	0	384	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIGW	ENSG00000277161.2	1	1	0	0	0	348	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PIH1D2	ENSG00000150773.11	1	1	0	0	0	227	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIK3C2B	ENSG00000133056.13	1	1	0	0	0	37	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIK3C2G	ENSG00000139144.11	1	1	0	0	0	721	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIK3C3	ENSG00000078142.13	1	1	0	0	0	174	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIK3CG	ENSG00000105851.11	1	1	0	0	0	177	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PIK3R5	ENSG00000141506.14	1	1	0	0	0	421	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIK3R6	ENSG00000276231.5	1	1	0	0	0	289	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PILRB	ENSG00000121716.20	1	1	0	0	0	81	In_Frame_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
PINK1	ENSG00000158828.8	1	1	0	0	0	546	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIP	ENSG00000159763.4	1	1	0	0	0	64	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIP4K2A	ENSG00000150867.14	1	1	1	1	0	315	Frame_Shift_Ins	mutect2;varscan2								0.0104166666666667	FALSE
PIP4K2B	ENSG00000276293.4	1	1	0	0	0	186	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIP4P1	ENSG00000165782.11	1	1	0	0	0	243	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIP4P2	ENSG00000155099.8	1	1	0	0	0	120	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIP5K1A	ENSG00000143398.20	1	1	0	0	0	558	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIP5K1C	ENSG00000186111.10	1	1	0	0	0	484	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PIR	ENSG00000087842.11	1	1	0	0	0	266	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PITPNC1	ENSG00000154217.15	1	1	0	0	0	319	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PITPNM1	ENSG00000110697.13	1	1	0	0	0	1173	In_Frame_Del	pindel;varscan2*								0.0104166666666667	FALSE
PITX2	ENSG00000164093.17	1	1	0	0	0	216	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PJA1	ENSG00000181191.12	1	1	0	0	0	111	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PKD2	ENSG00000118762.8	1	1	1	1	0	237	Splice_Site	muse;mutect2								0.0104166666666667	FALSE
PKD2L2	ENSG00000078795.17	1	1	0	0	0	159	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PKIA	ENSG00000171033.13	1	1	0	0	0	74	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PKN1	ENSG00000123143.13	1	1	0	0	0	778	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PKN2	ENSG00000065243.20	1	1	0	0	0	783	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PKN3	ENSG00000160447.7	1	1	0	0	0	877	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PKP4	ENSG00000144283.22	1	1	0	0	0	1084	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLA1A	ENSG00000144837.9	1	1	0	0	0	83	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLA2G12A	ENSG00000123739.11	1	1	0	0	0	59	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLA2G4F	ENSG00000168907.13	1	1	1	1	0	199	Nonsense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PLA2G5	ENSG00000127472.11	1	1	0	0	0	12	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLA2G6	ENSG00000184381.20	1	1	0	0	0	501	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLA2G7	ENSG00000146070.17	1	1	0	0	0	111	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLAAT1	ENSG00000127252.7	1	1	0	0	0	216	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLAAT4	ENSG00000133321.11	1	1	1	1	0	162	Frame_Shift_Del	mutect2;varscan2								0.0104166666666667	FALSE
PLAC9	ENSG00000189129.14	1	1	0	0	0	67	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLAG1	ENSG00000181690.8	1	1	0	0	0	397	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLAGL2	ENSG00000126003.7	1	1	0	0	0	388	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLAU	ENSG00000122861.16	1	1	0	0	0	108	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLBD2	ENSG00000151176.8	1	1	0	0	0	430	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLCB3	ENSG00000149782.13	1	1	0	0	0	1109	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLCH1	ENSG00000114805.18	1	1	0	0	0	338	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLCZ1	ENSG00000139151.16	1	1	0	0	0	30	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLD2	ENSG00000129219.14	1	1	1	1	0	108	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
PLEK	ENSG00000115956.10	1	1	0	0	0	255	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHA3	ENSG00000116095.11	1	1	1	1	0	105	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHA5	ENSG00000052126.14	1	1	0	0	0	128	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHA6	ENSG00000143850.16	1	1	0	0	0	335	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHG3	ENSG00000126822.17	1	1	0	0	0	206	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHG4	ENSG00000196155.13	1	1	0	0	0	822	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHG5	ENSG00000171680.23	1	1	0	0	0	218	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHH1	ENSG00000054690.14	1	1	0	0	0	524	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHH2	ENSG00000152527.14	1	1	0	0	0	174	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
PLEKHM3	ENSG00000178385.15	1	1	0	0	0	236	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLEKHN1	ENSG00000187583.11	1	1	0	0	0	460	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
PLGLB2	ENSG00000125551.19	1	1	1	1	0	1	Translation_Start_Site	mutect2;varscan2								0.0104166666666667	FALSE
PLK4	ENSG00000142731.11	1	1	0	0	0	940	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLOD2	ENSG00000152952.12	1	1	0	0	0	335	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLOD3	ENSG00000106397.12	1	1	0	0	0	181	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLP2	ENSG00000102007.11	1	1	0	0	0	20	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLPBP	ENSG00000147471.12	1	1	1	1	0	206	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLPP1	ENSG00000067113.17	1	1	0	0	0	62	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLPP3	ENSG00000162407.9	1	1	0	0	0	310	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLPPR4	ENSG00000117600.12	1	1	0	0	0	431	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLTP	ENSG00000100979.15	1	1	0	0	0	142	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PLVAP	ENSG00000130300.9	1	1	1	1	0	300	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLXNA1	ENSG00000114554.11	1	1	0	0	0	1254	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLXNA3	ENSG00000130827.6	1	1	0	0	0	1443	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PLXNB1	ENSG00000164050.13	1	1	1	1	0	180	Frame_Shift_Ins	mutect2;varscan2								0.0104166666666667	FALSE
PLXNB3	ENSG00000198753.12	1	1	1	1	0	1875	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
PMPCB	ENSG00000105819.14	1	1	0	0	0	34	Splice_Region	muse;mutect2;varscan2								0.0104166666666667	FALSE
PNLIPRP1	ENSG00000187021.15	1	1	0	0	0	121	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PNLIPRP2	ENSG00000266200.6	1	1	0	0	0	46	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PNMA1	ENSG00000176903.5	1	1	0	0	0	310	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PNMA8A	ENSG00000182013.18	1	1	0	0	0	340	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PNPLA8	ENSG00000135241.17	1	1	0	0	0	632	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PNPO	ENSG00000108439.11	1	1	0	0	0	24	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POC5	ENSG00000152359.15	1	1	1	1	0	79	Frame_Shift_Ins	mutect2;pindel								0.0104166666666667	FALSE
PODXL	ENSG00000128567.17	1	1	0	0	0	192	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PODXL2	ENSG00000114631.11	1	1	1	1	0	476	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
POFUT1	ENSG00000101346.14	1	1	0	0	0	280	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
POGLUT1	ENSG00000163389.12	1	1	0	0	0	205	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POGLUT2	ENSG00000134901.13	1	1	1	1	0	244	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
POLD1	ENSG00000062822.15	1	1	0	0	0	311	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLD3	ENSG00000077514.9	1	1	0	0	0	116	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLDIP3	ENSG00000100227.18	1	1	0	0	0	250	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLE	ENSG00000177084.18	1	1	0	0	0	2025	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLH	ENSG00000170734.12	1	1	0	0	0	200	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLR1A	ENSG00000068654.16	1	1	0	0	0	88	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLR1F	ENSG00000105849.6	1	1	0	0	0	46	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLR2C	ENSG00000102978.13	1	1	1	1	0	203	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
POLR3A	ENSG00000148606.13	1	1	0	0	0	212	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLR3B	ENSG00000013503.10	1	1	0	0	0	978	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POLR3G	ENSG00000113356.13	1	1	0	0	0	25	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POM121L12	ENSG00000221900.6	1	1	0	0	0	189	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POMGNT2	ENSG00000144647.6	1	1	0	0	0	27	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
POMT1	ENSG00000130714.18	1	1	1	1	0		Translation_Start_Site	mutect2;pindel;varscan2								0.0104166666666667	FALSE
POMZP3	ENSG00000146707.14	1	1	1	1	0	25	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PON1	ENSG00000005421.9	1	1	0	0	0	245	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
